threads,time
1,0.3104306
2,0.15569639999999998
3,0.10670739999999998
4,0.0800924
6,0.0699448
8,0.0632994
16,0.06057060000000001
32,0.06070660000000001
64,0.06012139999999999
128,0.060773999999999995
